id,name,slug,status,status_slug,category,category_slug,city,city_slug,address,map_link,phone,phone2,email,website,certificate_start,certificate_end,certificate_link,supervisor_name,supervisor_phone,supervisor_email,logo_url,keywords,created_at,updated_at
1522,,global-grid-global-grid-zhshs,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,Мангистауская обл.,mangystau-oblysy,"ҚР, Маңғыстау облысы, Ақтау қаласы, 30 ықшам ауданы, 174",https://2gis.kz/aktau/branches/70000001038485542/firm/70000001041004688/51.165629%2C43.68146,+7 778 306 14 88,,,,,,,Іздібай Бегенұлы,+7 775 603 21 90,izdibay-90@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/681/07e/905/68107e905af08889002875.jpg'},,[],[]
1521,,smile-food-smajl-fud-zhshs,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"ҚР, Астана қаласы, Қабанбай батыр даңғылы, 29/2",https://2gis.kz/astana/branches/70000001046079906/firm/70000001046079907/71.410608%2C51.124536,+77783061488,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/681/07e/9cd/68107e9cd3464635795812.jpg'},,[],[]
1520,,sheker-group-zhshs,Истекшие,merzimi-ayaqtaldy,Кондитерские изделия,konditerlik-onimderi,г. Алматы,almaty-qalasy,"Р, Алматы қаласы, Құрманғазы көшесі, 9а",https://2gis.kz/almaty/inside/9430047374993996/firm/70000001064341819?m=76.958047%2C43.245681%2F16,87073900912,,shekergroup@mail.ru,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
1518,,sun-fun-laj-tahir-zhks,Истекшие,merzimi-ayaqtaldy,Мясной магазин,et-dukeni,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, Щепетков көшесі, 31А",https://2gis.kz/almaty/branches/70000001061023860/firm/70000001088762520/76.876598%2C43.221722,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/669/e3a/fbd/669e3afbd4af9979291632.jpg'},,[],[]
1517,,sun-fun-laj-tahir-zhka,Истекшие,merzimi-ayaqtaldy,Мясной магазин,et-dukeni,г. Алматы,almaty-qalasy,"ҚР, Алматы қаласы, 4 ықшам аудан, 28/2  ",https://2gis.kz/almaty/branches/70000001061023860/firm/70000001066378683/76.857011%2C43.230441,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/669/e3a/427/669e3a4270416660374487.jpg'},,[],[]
1516,,ibraev-zhks,Остановлено,toqtatyldy,Мясной магазин,et-dukeni,г. Караганда,qaragandy-qalasy,"Қарағанды қаласы, Шахтеров көшесі, 52/А",https://2gis.kz/karaganda/branches/70000001037155490/firm/70000001045967282/73.144565%2C49.787546,+7,,,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': None},,[],[]
1514,,usmanov-zhku,Истекшие,merzimi-ayaqtaldy,Ет өнімдері,et-nimderi,Туркестанская обл.,turkistan-oblysy,,,+77024722313,,,,,,,Мұстафа Калджанович,‪+7 771 634 8484‬,,https://halaldamu.kz{'path': None},,[],[]
1513,,posya-zhkla,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Кызылординская обл.,qyzylorda-oblysy,,,+7,,,,,,,Шарапатова Перизат,8 747 251 30 99,perizat_010@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/669/4eb/2f4/6694eb2f4b42a161649783.png'},,[],[]
1512,,posya-zhkf,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,г. Караганда,qaragandy-qalasy,,,+77071610058,,,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/669/4ea/227/6694ea227a69e869792850.png'},,[],[]
1511,,posya-zhk,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,г. Караганда,qaragandy-qalasy,,,+77071610058,,bekzatshadimurat@gmail.com,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/669/4e9/6d6/6694e96d6f1a5752969265.png'},,[],[]
1510,,ooo-evroteks,Истекшие,merzimi-ayaqtaldy,Пищевые добавки,tagam-qospalary,Российская Федерация,resej-federaciyasy,"РФ, Московская область, город Лосино-Петровский, улица Дачная, дом 1, стр. 1.",https://2gis.ru/losino-petrovskij/geo/4504235283039256/tab/inside?m=38.197767%2C55.862714%2F16,+791623000898,,pro-activ@inbox.ru,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
1509,,kusr-rizy-zhshs,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"ҚР, Астана қаласы, Тәуелсіздік даңғылы, 48",https://2gis.kz/astana/inside/9570784863332465/firm/70000001080617517?m=71.472813%2C51.126131%2F16,+77751638861,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
1508,,yeraaim-zhkm,Сертифицированные,sertifikattalgan,Фастфуд,fast-fud-onimderi,Атырауская обл.,atyrau-oblysy,"Атырау қаласы, Қ.Сатпаев көшесі, 43, «Іnfinity mall» ",https://2gis.kz/atyrau/firm/70000001065399503?m=51.883191%2C47.105575%2F16,+77718468541,,,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/668/26f/f65/66826ff65bc32488999256.jpeg'},,[],[]
1507,,real-trade-astana-zhshs,Сертифицированные,sertifikattalgan,Производство кофе и чая,kofe-zhane-shaj-ondirisi,г. Астана,nur-sultan-qalasy,,,8707 299 74 95 /   8705 709 34 20,,altieva2017@mail.ru,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/667/2b7/6c5/6672b76c572b1552102223.jpg'},,[],[]
1506,,bomazza-zhshssa,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Атырауская обл.,atyrau-oblysy,"Атырау қаласы, М.Өтемісұлы көшесі, 118Е",https://2gis.kz/atyrau/branches/70000001035345544/firm/70000001035691543/51.929071%2C47.100787?m=51.929071%2C47.100787%2F16,+7,,,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/667/2c0/98c/6672c098c4171480366165.jpeg'},,[],[]
1505,,bomazza-zhshsgh,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Атырауская обл.,atyrau-oblysy,"Атырау қаласы, Нұрсая-1 ш.а., Р.Ғабдиев көшесі, 34а",https://2gis.kz/atyrau/branches/70000001035345544/firm/70000001046697942/51.858443%2C47.113144?m=51.858443%2C47.113144%2F16,+7,,,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/667/2c0/880/6672c08803814583048158.jpeg'},,[],[]
1504,,bomazza-zhshsll,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Атырауская обл.,atyrau-oblysy,"Атырау қаласы, Авангард-3 шағын ауданы, 40А",https://2gis.kz/atyrau/branches/70000001035345544/firm/70000001068151623/51.882499%2C47.094075?m=51.874411%2C47.097652%2F16,+7,,,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/667/2c0/7a2/6672c07a22953116145592.jpeg'},,[],[]
1503,,bomazza-zhshs,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,Атырауская обл.,atyrau-oblysy,"Атырау қаласы, Құрманғазы көшесі, 39",https://2gis.kz/atyrau/branches/70000001035345544/firm/70000001049477811/51.874411%2C47.097652?m=51.874411%2C47.097652%2F16,+7,,,,,,,Амангелдиев Ақылбек,+7 702 202 2329,i.e.bekjan@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/667/2c0/5ae/6672c05aeb144917624330.jpeg'},,[],[]
1502,,okadzaki-tamatanu-zhelisiaq,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, Қ.Сатпаев көшесі, 82/1",https://2gis.kz/almaty/branches/70000001085671940/firm/70000001088050213/76.884262%2C43.233838,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/674/d70/65a/674d7065a4056656443268.jpg'},,[],[]
1500,,,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Караганда,qaragandy-qalasy,,,+7,,,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/667/26d/d9c/66726dd9c2bf0364862983.jpg'},,[],[]
1499,,pulatov-t-p-zhk,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Караганда,qaragandy-qalasy,"Қарағанды қаласы,  В.Язев көшесі, 14/1",https://2gis.kz/karaganda/firm/70000001022374175?m=73.133945%2C49.775975%2F16,+7,,,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/679/b96/e49/679b96e49d6b5585678024.jpg'},,[],[]
1498,,soul-food-zhkla,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"Астана қаласы, Генерал Сабыр Рақымов көшесі, 93г.",https://2gis.kz/astana/branches/70000001034564946/firm/70000001084110843/71.434761%2C51.174469,+7,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/666/6aa/04b/6666aa04b96ad724947824.jpg'},,[],[]
1496,,sejdiabylov-lisher-amantajly-zhk,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,Абай облысы,abaj-oblysy,https://2gis.kz/semej/firm/70000001053092817?m=80.209101%2C50.397359%2F16,https://2gis.kz/semej/firm/70000001053092817?m=80.209101%2C50.397359%2F16,87078753680,,alish:1995kz@mail.ru,,,,,Сыздықов Ардақ,+7777 495 22 68,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/666/6a4/b7b/6666a4b7b7593231283044.jpg'},,[],[]
1495,,ip-lespekov-t,Истекшие,merzimi-ayaqtaldy,Молочные продукты,sut-onimderi,Туркестанская обл.,turkistan-oblysy,,,+7,,,,,,,Мұстафа Калджанович,‪+7 771 634 8484‬,,https://halaldamu.kz{'path': None},,[],[]
1494,,sarsenbaeva-zhk,Истекшие,merzimi-ayaqtaldy,Мясной магазин,et-dukeni,г. Алматы,almaty-qalasy,,,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
1493,,abaj-zhk,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Г.Иляев көшесі, 24/2",https://2gis.kz/shymkent/branches/70000001035182265/firm/70000001061155911/69.596636%2C42.321127?m=69.587036%2C42.31641%2F10.79,8 708 55 19 60,,kamshat.hareca@mail.ru,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/686/f4f/7aa/686f4f7aa33bf489461140.jpg'},,[],[]
1492,,kurakbaeva-asel-muratbbekovna-zhk,Сертифицированные,sertifikattalgan,Скотобойня,qasaphana,Жамбылская обл.,zhambyl-oblysy,,,8 776 671 86 21,,bastausnab@mail.ru,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1491,,oral-s-fabrikasy-zhshs,Истекшие,merzimi-ayaqtaldy,Производство яиц,zhumyrtqa-ondirisi,ЗКО,bqo,"БҚО, Орал қаласы, Жәңгір хан көшесі, 93",https://2gis.kz/uralsk/geo/22800108812232524?m=51.298938%2C51.152893%2F16,+7,,,,,,,Асылбеков Асхат,8 775 990 93 63,asik07-07@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1490,,dadabaev-u-zhk,Сертифицированные,sertifikattalgan,Колбасное производство,shuzhyq-ondirisi,Жамбылская обл.,zhambyl-oblysy,,,+7 701 732 02 /  98 45-75-57,,,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1489,,sarkyt-fud-zhshs,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,г. Астана,nur-sultan-qalasy,"Астана қаласы, Түркістан көшесі, 18/1, НП 3",https://2gis.kz/astana/firm/70000001088836044?m=71.425231%2C51.104448%2F16,+7,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/666/680/514/666680514d34e546327789.jpg'},,[],[]
1487,,adal-zhkw,Остановлено,toqtatyldy,Фастфуд,fast-fud-onimderi,г. Алматы,almaty-qalasy,"Алматы қаласы, Изганов көшесі, 1",https://2gis.kz/almaty/branches/70000001066773730/firm/70000001081042366/76.960469%2C43.227954?m=76.960469%2C43.227954%2F16,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/665/d93/aa7/665d93aa7390d302572882.jpg'},,[],[]
1486,,adal-zhkk,Остановлено,toqtatyldy,Фастфуд,fast-fud-onimderi,г. Алматы,almaty-qalasy,"Алматы қаласы, Хан-Шатыр көшесі, 273/1",https://2gis.kz/almaty/branches/70000001066773730/firm/70000001083023242/76.824089%2C43.250722?m=76.824089%2C43.250722%2F16,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/665/d92/ed0/665d92ed01a7f367561490.jpg'},,[],[]
1485,,adal-zhka,Остановлено,toqtatyldy,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, Радостовец көшесі, 292",https://2gis.kz/almaty/branches/70000001066773730/firm/70000001079768705/76.896828%2C43.207035?m=76.896828%2C43.207035%2F16,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/665/d92/330/665d92330000e588839508.jpg'},,[],[]
1484,,yuka-partners-zhshsz,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,г. Алматы,almaty-qalasy,,,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/665/d89/a56/665d89a56a9bb895258822.jpeg'},,[],[]
1483,,shaldybaeva-b-zhk,Сертифицированные,sertifikattalgan,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,Костанайская обл.,qostanaj-oblysy,,,8775 410 91 77,,seleubaev1990@mail.ru,,,,,Балахмет Алишер,8 775 108 38 18,alisherbt_94@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1482,,mani-trade-zhshs,Сертифицированные,sertifikattalgan,Мясной магазин,et-dukeni,г. Астана,nur-sultan-qalasy,"Астана қаласы, Ғ.Мүсірепов көшесі, 5/1",https://2gis.kz/astana/search/%D0%96%D0%B0%D1%81%20%D0%B5%D1%82/firm/70000001029863361/71.499847%2C51.153121?m=71.499847%2C51.153121%2F16,8776 228 25 28,,niyazbek76@mail.ru,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
1481,,daurenbekuly-zhk,Истекшие,merzimi-ayaqtaldy,Полуфабрикаты,muzdatylgan-zhartylaj-dajyn-onimderi,Актюбинская обл.,aqtobe-oblysy,"Ақтөбе қаласы, Ағайынды Жұбановтар көшесі, 290/3А",https://2gis.kz/aktobe/inside/70030076156737127/firm/70000001082580196,+7,,,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/664/19a/f4a/66419af4a72be704802465.jpg'},,[],[]
1480,,coffee-original-company-coffee-original-tole-bi-filialy,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, Төле би көшесі, 185",https://2gis.kz/almaty/inside/9430047374979262/firm/70000001080676519?m=76.901232%2C43.252187%2F16,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/663/878/b13/663878b13f9a6371024020.jpeg'},,[],[]
1479,,alel-agro,Сертифицированные,sertifikattalgan,Комбикорм,kombikorm,Жамбылская обл.,zhambyl-oblysy,"Жамбыл облысы, Байзақ ауданы, Ботамойнақ ауылдық округі, Үш бұлақ ауылы, 06:087:095:317","https://www.google.com/maps/place/%D0%91%D0%BE%D1%82%D0%B0%D0%BC%D0%BE%D0%B9%D0%BD%D0%B0%D2%9B+%D0%B0%D1%83%D1%8B%D0%BB%D1%8B/@42.945667,71.5053457,17z/data=!3m1!4b1!4m6!3m5!1s0x38a71f0db24bece3:0x2a83b9874b2a0841!8m2!3d42.9456632!4d71.5102166!16s%2Fg%2F11shh__j4b?entry=ttu",8(727)299-39-99 / 8(727)299-44-77,,info@alelagro.kz,,,,,Аблайхан Кәріпбаев,8 702 732 00 42,medrese_hibatulla@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1478,,coffee-original-company-coffee-original-khan-tengri-filialy,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, Кенесары Хан көшесі, 32г/1",https://2gis.kz/almaty/firm/70000001083330809?m=76.87248%2C43.17104%2F16,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/663/86b/6ce/66386b6ce9589071673865.jpeg'},,[],[]
1477,,zerde-fito-zhshs,Истекшие,merzimi-ayaqtaldy,Профилактика,profilaktika,г. Чимкент,shymkent-qalasy,,,+7,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/663/864/d0e/663864d0e7316274439356.jpg'},,[],[]
1474,,batyrbek-zhk,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,Жезказган,zhezqazgan-qalasy,"Жезқазған қаласы, Жанасов көшесі, 1В",https://2gis.kz/zhezkazgan/search/Palau%2C%20%D0%BA%D0%B0%D1%84%D0%B5/firm/70000001068454068/67.705687%2C47.790423?m=67.705687%2C47.790423%2F16,+7,,,,,,,Дархан Бейсенбаев,+7 771 830 93 43,darhan.beisembayev@gmail.com,https://halaldamu.kz{'path': None},,[],[]
1473,,ardent-foods-ooo,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,Республика Узбекистан,ozbekstan-respublikasy,"Узбекистан, город Ташкент, Алмазарский район, улица Байрактол, 50",https://2gis.uz/tashkent/inside/70030076182301797/firm/70000001066924789?m=69.26494%2C41.356469%2F16,87758540501 /   8776 310  02 30  /  998712877715,,export@nmedov.kz,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/663/85d/33b/66385d33b17a6016317420.jpg'},,[],[]
1472,,okadzaki-tamatanu-zhelisiasc,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, С.Сейфуллин көшесі, 533.",https://2gis.kz/almaty/branches/70000001085671940/firm/70000001085672485/76.932322%2C43.255402,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/662/f25/a85/662f25a85c76d666219026.jpg'},,[],[]
1471,,okadzaki-tamatanu-zhelisiaf,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Алматы,almaty-qalasy,"Алматы қаласы, Гагарин көшесі, 255",https://2gis.kz/almaty/branches/70000001085671940/firm/70000001085671941/76.898127%2C43.208682,+7,,,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/662/f24/ceb/662f24ceb9905939844270.jpg'},,[],[]
1469,,marhabat-food-zhshsa,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"Астана қаласы, Петров көшесі, 24",https://2gis.kz/astana/branches/70000001041529453/firm/70000001080791897/71.471734%2C51.14876?m=71.471734%2C51.14876%2F16,+7,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/662/604/8eb/6626048ebde24643607621.jpg'},,[],[]
1468,,marhabat-food-zhshss,Сертифицированные,sertifikattalgan,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"Астана қаласы, Мәңгілік Ел даңғылы, 17    ",https://2gis.kz/astana/branches/70000001041529453/firm/70000001041529454/71.433779%2C51.116909?m=71.43252%2C51.117477%2F16,+7,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/662/603/93e/66260393e76ab772635477.jpg'},,[],[]
1467,,dauren-i-kompaniya-1-zhshsa,Истекшие,merzimi-ayaqtaldy,Фастфуд,fast-fud-onimderi,г. Караганда,qaragandy-qalasy,"Қарағанды қаласы, Ә.Бөкейхан ауданы, Голубые Пруды, 18/1 үй",https://2gis.kz/karaganda/branches/70000001063931209/firm/70000001078987184/73.182738%2C49.837073,+7,,,,,,,Амангелді Асқаров,8 777 517 04 49,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/662/5fb/605/6625fb60558a8262362692.jpg'},,[],[]
1466,,formsankz-formsankz-zhshs,Истекшие,merzimi-ayaqtaldy,Пищевые добавки,tagam-qospalary,СКО,sqo,"Петропавл қаласы, Ярослав Гашек көшесі, 26",https://2gis.kz/petropavlovsk/geo/70030076175643890?m=69.172749%2C54.900555%2F16,+7,,,,,,,Аманжолов Мақсат,8 778 801 84 83,maksat_zhumazhanov@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1465,,bakytgul-zhk,Истекшие,merzimi-ayaqtaldy,Ет өнімдері,et-nimderi,Акмолинская обл.,aqmola-oblysy,,,+7,,,,,,,Муталов Науан,8 701 335 77 15,Nauanhazret_kz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1464,,bonjour-qaiyrly-tan-zhshs,Истекшие,merzimi-ayaqtaldy,Кондитерские изделия,konditerlik-onimderi,г. Алматы,almaty-qalasy,"М.Әуезов ауданы, 5 ықшам аудан, 14",https://2gis.kz/almaty/search/5%20%D0%BC%D0%BA%D1%80%2014/geo/9430047375002333/76.83316%2C43.22743,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': None},,[],[]
1463,,jebe-zhk,Истекшие,merzimi-ayaqtaldy,Производство яиц,zhumyrtqa-ondirisi,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Қаратау ауданы, 229 квартал, 025 жер телімі","https://www.google.com/maps/place/Karatau+District/@42.3772567,69.5279433,11z/data=!3m1!4b1!4m6!3m5!1s0x38a8e28ad254e40f:0x50a53370a25a4bb5!8m2!3d42.4018476!4d69.6050035!16s%2Fg%2F11bvv3_705?hl=ru&entry=ttu",+7,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1462,,arhamova-meruert-tlegenyzy-zhk,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,г. Астана,nur-sultan-qalasy,"Астана қаласы, Сарайшық көшесі, 8",https://2gis.kz/astana/firm/70000001077461790?m=71.421153%2C51.135131%2F16,+7,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': None},,[],[]
1461,,alikulova-kuanyshkul-zhaksygalievna-zhk,Истекшие,merzimi-ayaqtaldy,Мясной магазин,et-dukeni,Актюбинская обл.,aqtobe-oblysy,"Ақтөбе қаласы, Бөкенбай батыр көшесі, 155/2",https://2gis.kz/aktobe/firm/70000001075088872?m=57.216232%2C50.254777%2F16,+7,,,,,,,Алмат Амангелдіұлы,+7 771 168 9070,almat.ali@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1460,,master-coffee-bar-zhshs,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,г. Астана,nur-sultan-qalasy,"Астана қаласы, Қ.Мұхаметханов көшесі, 11",https://2gis.kz/astana/geo/70030076349588016?m=71.397283%2C51.139151%2F16,87081299597,,ruslan19970109@gmail.com,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/662/25d/a4c/66225da4cec26390679575.jpeg'},,[],[]
1459,,ali-gb-zhk,Сертифицированные,sertifikattalgan,Кондитерские изделия,konditerlik-onimderi,г. Алматы,almaty-qalasy,"Алматы қаласы, Н.Баранский көшесі, 15",https://2gis.kz/almaty/geo/9430047375035813?m=76.950833%2C43.213235%2F16,+7,,,,,,,Терликбаев Омиржан,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/682/aaf/ec5/682aafec5a0c5528579100.jpg'},,[],[]
1458,,marhabat-food-zhshs,Сертифицированные,sertifikattalgan,Мясной магазин,et-dukeni,Алматинская обл.,almaty-oblysy,"Алматы обл., Қаскелең қ., Наурызбай батыр к-сі, 88",https://2gis.kz/almaty/firm/70000001078309794?m=76.63492%2C43.202669%2F16,+7,,,,,,,Жұмабеков Жанәбіл,,abdurrahman_2013@bk.ru,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/661/e16/d33/661e16d3332b6511349264.jpg'},,[],[]
1457,,maba-maba-zhshs,Истекшие,merzimi-ayaqtaldy,Варенье,tosap-varene,г. Чимкент,shymkent-qalasy,"Шымкент қаласы, Ілияс Жансүгіров көшесі, 40",https://2gis.kz/shymkent/geo/70030076128964843?m=69.604039%2C42.295288%2F16,+7,,,,,,,Сарыбаев Қазбек,8 701 351 09 38,kazybek-kaz@mail.ru,https://halaldamu.kz{'path': None},,[],[]
1456,,amile-zhk,Истекшие,merzimi-ayaqtaldy,Общественное питание,tamaqtanu-oryndary,г. Астана,nur-sultan-qalasy,"Астана қаласы, Түркістан көшесі, 28/2",https://2gis.kz/astana/search/Nanduk/firm/70000001080861419/71.425239%2C51.100583,+7,,,,,,,Дулат Қадырұлы,,,https://halaldamu.kz{'path': 'https://halaldamu.kz/storage/app/uploads/public/67d/015/980/67d015980b516199035029.png'},,[],[]
