id,ecode,slug,name,category,halal_status_name,halal_status_title,halal_status_slug,status_id,description,status_description,created_at,updated_at
184,Е321,e321,Бутилгидрокситолуол,Антиоксиданттар – басқалары,Сомнительно, Сомнительные,kumandiler,2,"Егер тасымалдаушы ортасы өсімдік айы болса – халал.                                                            Егер тасымалдаушы ортасы  доңыз майы болса – харам.  
100% химиялық түрде кездеспейді.",,[],
185,Е422,e422,Глицерин,Қантты спирт,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
186,Е470,e470,"Натри, калий и кальций май қышқылының тұздары",Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
187,Е471,e471,Моно- и диглицерид май қышқылдары,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
188,Е472,e472,Моно- и диглицерид май қышқылдарының түрлі эфирлері,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
189,Е473,e473,Сахарозажәне май қышқылының эфирлері,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
190,Е474,e474,Қантты глицеридтер,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
191,Е475,e475,Полиглицерид және май қышқылдарының эфирлері,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
192,Е477,e477,Пропиленгликол және май қышқылының эфирлері,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
193,Е481,e481, Натри лактитаты,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
194,Е482,e482,Кальци лактитаты,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
195,Е483,e483,Стеарилтартрат,Эмульгаторлар және стабилизаторлар – тұздар немесе эфир майының қышқылдары,Сомнительно, Сомнительные,kumandiler,2,"Егер өсімдік майынан алынса – халал;
Егер доңыз майынан алынса – харам",,[],
196,Е307,e307,Синтетикалық альфатокоферол,Антиоксидант – витамин E,Сомнительно, Сомнительные,kumandiler,2,Егер таза синтетикалық заттардан жасалынған болса – халал. Синтетикалық &nbsp;спирттік ашыту арқылы жасалынса – рұқсат етілмейді.,<p>Жасалу жолына байланысты – халал және харам болады</p>,[],[]
197,Е308,e308,Синтетикалық гамматокоферол,Антиоксидант – витамин E,Сомнительно, Сомнительные,kumandiler,2,Егер халал синтетикалық заттардан жасалынса – рұқсат етіледі. Егер синтетикалық спирттік ашыту арқылы жасалынса – рұқсат етілмейді.,"<p>Жасалу жолына байланысты – халал да, харам да болады</p>",[],[]
198,Е309,e309,Синтетикалық гамматокоферол,Антиоксидант – витамин E,Сомнительно, Сомнительные,kumandiler,2,Егер халал синтетикалық заттардан жасалынса – рұқсат етіледі. Егер синтетикалық спирттік ашыту арқылы жасалынса – рұқсат етілмейді.,"<p>Жасалу жолына байланысты – халал да, харам да болады</p>",[],[]
199,Е311,e311,Октилгаллат,Антиоксидант – басқалары,Сомнительно, Сомнительные,kumandiler,2,Егер сия жаңғақтары мен өсімдік секрециясынан алынса ғана – рұқсат етіледі,"<p>Алыну жолына байланысты – халал да, харам да болады</p>",[],[]
202,E325,e325,Лактат натрия,Сүт қышқылдарының тұзы,Сомнительно, Сомнительные,kumandiler,2,"Егер сүт қышқылы, сүт шикізатынан алынбаса&nbsp; – рұқсат етіледі","<p>Алыну жолына байланысты – халал да, харам да болады</p>",[],[]
203,E326,e326,Лактат калия,Сүт қышқылының тұздары,Сомнительно, Сомнительные,kumandiler,2,"Егер сүт қышқылы, сүт шикізатынан алынбаса – халал.","<p>Алыну жолына байланысты халал да, харам да болады</p>",[],[]
205,Е333,e333,Кальций цитраты,Лимон қышқылы және оның тұздары,Сомнительно, Сомнительные,kumandiler,2,Егер калький сүйектен алынбаса – халал,"<p>Алыну жолына байланысты – халал да, харам да бола алады</p>",[],[]
206,Е334,e334,Вино қышқылы,Вино қышқылы және оның тұздары,Сомнительно, Сомнительные,kumandiler,2,Егер шараптан алынбаса – халал,"<p>Алыну жолына байланысты – халал да, харам да бола алады</p>",[],[]
207,E335,e335,Натрий тартраты,Вино қышқылы және оның тұздары,Сомнительно, Сомнительные,kumandiler,2,Егер шараптан алынбаса – халал,"<p>Алыну жолына байланысты – халал да, харам да бола алады</p>",[],[]
208,Е336,e336,Калий тартраты,Вино қышқылы және оның тұздары,Сомнительно, Сомнительные,kumandiler,2,Егер шараптан алынбаса – халал,"<p>Алыну жолына байланысты – халал да, харам да болады</p>",[],[]
209,Е337,e337,Калий-натрий тартраты,Вино қышқылы және оның тұздары,Сомнительно, Сомнительные,kumandiler,2,Егер шараптан алынбаса – халал,"<p>Алыну жолына байланысты – халал да, харам да бола алады</p>",[],[]
210,Е341,e341,Ортофосфат кальцийі,Ортофосфор қышқылы және оның тұздары,Сомнительно, Сомнительные,kumandiler,2,Егер кальций минералдық шикізаттан алынса – халал,"<p>Алыну жолына байланысты – халал да, харам да болады</p>",[],[]
211,Е476,e476,Полиглицериннің күрделі эфирлері және эфирленген рицинол қышқылдары,"тұрақтандырғыштар, қоюландырғыштар, эмульгаторлар",Сомнительно, Сомнительные,kumandiler,2,"Егер 100% өсімдік майынан жасалса – халал, &nbsp;егер доңыз майынан жасалса – харам.","<p>Егер 100% өсімдік майынан жасалса – халал, &nbsp;егер доңыз майынан жасалса – харам.</p>",[],[]
212,Е100,e100,"Куркумин, турмерик",Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если использован беспримесный молотый порошок или грануляр из куркумы.&nbsp;

- Сомнителен, если используется в виде жидкости (растворитель должен быть халяльным).&nbsp;

- Харам, если скрытым ингредиентом является эмульгатор в сухой смеси, основанный на свином жире.",,[],[]
213,E101,e101,Рибофлавин (витамин B2),Краситель,Сомнительно, Сомнительные,kumandiler,2,"Сомнителен:&nbsp;

- харам, если из свиной печени и почки;&nbsp;

- халяль, если на 100% растительного происхождения",,[],[]
214,E102,e102,Тартразин,Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если используется как 100% сухой краситель,&nbsp;

- Сомнителен, если используется как жидкий краситель (растворитель должен быть халяльным).",,[],[]
215,E104,e104,Желтый хинолиновый,Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если используется как 100% сухой краситель,&nbsp;

- Сомнителен, если используется как жидкий краситель (неводный растворитель должен быть халяльным).",,[],[]
216,E110,e110,Жёлтый «солнечный закат» (апельсиновый жёлтый S),Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если используется как 100% сухой краситель,&nbsp;

- Сомнителен, если используется как жидкий краситель (растворитель должен быть халяльным).",,[],[]
217,E202,e202,Сорбат калия,Консервант,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
218,Е107,107,Желтый 2G,Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если используется как 100% сухой краситель,&nbsp;

- сомнителен, если используется как жидкий краситель (растворитель должен быть халяльным).",,[],[]
219,Е128,e128,Красный 2G,Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если используется как 100% сухой краситель,&nbsp;

- сомнителен, если используется как жидкий краситель (растворитель должен быть халяльным).",,[],[]
220,Е133,133,Бриллиантовый голубой FCF (синий блестящий FCF),Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если используется как 100% сухой краситель,

&nbsp;- сомнителен, если используется как жидкий краситель (растворитель должен быть халяльным).",,[],[]
221,Е154,154,Коричневый FK,Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если используется как 100% сухой краситель,&nbsp;

- сомнителен, если используется как жидкий краситель (растворитель должен быть халяльным)",,[],[]
222,Е154,154,Коричневый FK,Краситель,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если используется как 100% сухой краситель,&nbsp;

- сомнителен, если используется как жидкий краситель (растворитель должен быть халяльным)",,[],[]
223,Е920,920,L-цистеина гидрохлорид,Улучшители муки,Сомнительно, Сомнительные,kumandiler,2,"Сомнителен: - харам, если получен из человеческих волос,&nbsp;

- халяль, если изготовлен из халяльного синтетического материала,&nbsp;

- третий источник – куриные/утиные перья. По данному источнику есть разные мнения исламских ученых: некоторые ученые говорят, что это халяль, другие утверждают, что это не является халялем",,[],[]
224,Е904,e904,Шеллак,Прочие – глазирователи,Сомнительно, Сомнительные,kumandiler,2,"Халяль, если не обработано спиртом (есть два вида шеллака: халяльный вид не контактирует со спиртом, а другой вид обработан спиртом). Представляет собой смолу, вырабатываемую лаковыми червецами (насекомыми), питающимися на бутиях односеменных (деревьях) в Индии и Южной Азии. Производится индийскими компаниями.",,[],[]
225,Е635,e635,5-рибонуклеотид натрия двузамещенный,Прочие – усилители вкуса,Сомнительно, Сомнительные,kumandiler,2,Сомнителен (это смесь из E627 и E631,,[],[]
226,Е631,e631,5''-Инозинат натрия двузамещенный,Прочие – усилители вкуса,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если получен из сардин.&nbsp;

- Сомнителен, если получен из экстракта пивных дрожжей, субпродукта пивоварения.&nbsp;

- Харам, если получено из свиного мяса",,[],[]
227,Е627,e627,5''-Гуанилат натрия,Прочие – усилители вкуса,Сомнительно, Сомнительные,kumandiler,2,"- Халяль, если получен из сардин или из экстрактов хлебопекарных дрожжей.&nbsp;

- Сомнителен, если получен из экстракта пивных дрожжей, субпродукта пивоварения",,[],[]
228,Е623,e623,Глутаминат кальция однозамещенный,Прочие – усилители вкуса,Сомнительно, Сомнительные,kumandiler,2,"Сомнителен: - халяль, если все ингредиенты (в т.ч. питательные среды для выращивания бактерий)&nbsp;

- халяльные, - харам, если среда - из свиного жира",,[],[]
229,Е622,e622,Глутаминат калия однозамещенный,Прочие – усилители вкуса,Сомнительно, Сомнительные,kumandiler,2,"Сомнителен:&nbsp;

- халяль, если все ингредиенты (в т.ч. питательные среды для выращивания бактерий)&nbsp;

- халяльные, - харам, если среда - из свиного жира",,[],[]
230,Е621,e621,Глутаминат натрия однозамещенный,Прочие – усилители вкуса,Сомнительно, Сомнительные,kumandiler,2,"Сомнителен:&nbsp;

- халяль, если все ингредиенты (в т.ч. питательные среды для выращивания бактерий)&nbsp;

- халяльные, - харам, если среда - из свиного жира",,[],[]
231,Е620,e620,L-глутаминовая кислота,Прочие — усилители вкуса,Сомнительно, Сомнительные,kumandiler,2,"Сомнителен:&nbsp;

- халяль, если из растительных белков,&nbsp;

- харам, если из свиных белков",,[],[]
232,Е556,e556,Алюмосиликат кальция,Прочие – соли кремния,Сомнительно, Сомнительные,kumandiler,2,"Сомнителен:&nbsp;

- халяль, если кальций - из минеральных пород,&nbsp;

- харам, если кальций - из свиных костей",,[],[]
234,Е544,e544,Полифосфат кальция,Прочие – антиспекатели,Сомнительно, Сомнительные,kumandiler,2,"Сомнителен:&nbsp;

- халяль, если из минералов,&nbsp;

- харам, если из свиных костей.",,[],[]
235,Е542,e542,Фосфат натрия («костный фосфат»),Прочие – антиспекатели,Сомнительно, Сомнительные,kumandiler,2,"Харам, если из свиных костей",,[],[]
236,Е495,495,Сорбитан монопальмитат,Эмульгаторы и стабилизаторы – соли или сложные эфиры жирной кислоты,Сомнительно, Сомнительные,kumandiler,2,"- Халяль если на 100% из растительного жира,&nbsp;

- харам, если из свиного жира.",,[],[]
237,Е494,e494,Сорбитан моноолеат,Эмульгаторы и стабилизаторы – соли или сложные эфиры жирной кислоты,Сомнительно, Сомнительные,kumandiler,2,"- Халяль если на 100% из растительного жира,&nbsp;

- харам, если из свиного жира.",,[],[]
238,Е493,e493,Сорбитан монолаурат,Эмульгаторы и стабилизаторы – соли или сложные эфиры жирной кислоты,Сомнительно, Сомнительные,kumandiler,2,"- Халяль если на 100% из растительного жира,&nbsp;

- харам, если из свиного жира.",,[],[]
239,Е492,e492,Сорбитан тристеарат,Эмульгаторы и стабилизаторы – соли или сложные эфиры жирной кислоты,Сомнительно, Сомнительные,kumandiler,2,"- Халяль если на 100% из растительного жира,&nbsp;

- харам, если из свиного жира",,[],[]
240,Е491,e491,Сорбитан моностеарат,Эмульгаторы и стабилизаторы – соли или сложные эфиры жирной кислоты,Сомнительно, Сомнительные,kumandiler,2,"- Халяль если на 100% из растительного жира,&nbsp;

- харам, если из свиного жира.",,[],[]
241,Е478,e478,"Эфиры лактилированных жирных кислот, глицерина и пропиленгликоля",Эмульгаторы и стабилизаторы – соли или сложные эфиры жирной кислоты,Сомнительно, Сомнительные,kumandiler,2,"- Халяль если на 100% из растительного жира,&nbsp;

- харам, если из свиного жира.",,[],[]
242,Е327,e327,Лактат кальция,Прочее – соли молочной кислоты,Сомнительно, Сомнительные,kumandiler,2,"Халяль, если молочная кислота не из молочного сырья, а кальций - из минералов",,[],[]
243,Е326,e326,Лактат калия,Прочее – соли молочной кислоты,Сомнительно, Сомнительные,kumandiler,2,"Халяль, если молочная кислота не из молочного сырья",,[],[]
244,Е325,e325,Лактат натрия,Прочее – соли молочной кислоты,Сомнительно, Сомнительные,kumandiler,2,"Халяль, если молочная кислота не из молочного сырья",,[],[]
245,E322,e322,Лецитин,Эмульгаторы и стабилизаторы,Сомнительно, Сомнительные,kumandiler,2,"- Халяль в Европе в том случае, если получен из соевого жира или яичного желтка в Европе.&nbsp;

- Халяль в США, так как в США его всегда получают из соевого жира",,[],[]
